#,METID,METNAME,UNCONSTRAINED,MIRIAM,COMPOSITION,InChI,COMPARTMENT,REPLACEMENT ID,KEEG-ENTRY,,,,,,,,,,,
,Protein serine[r],Protein serine,,pubchem.compound:5260,C4H6N2O3R2,,r,m953,C02189,,,,,,,,,,,
,G13027[r],G13027,,,,,r,m954,,,,,,,,,,,,
,S-Formylglutathione[c],S-Formylglutathione,,obo.chebi:CHEBI:16225,C11H17N3O7S,"1/C11H17N3O7S/c12-6(11(20)21)1-2-8(16)14-7(4-22-5-15)10(19)13-3-9(17)18/h5-7H,1-4,12H2,(H,13,19)(H,14,16)(H,17,18)(H,20,21)/t6-,7-/m0/s1",c,m955,C01031,,,,,,,,,,,
,Methanol[p],Methanol,,obo.chebi:CHEBI:17790,CH4O,"1/CH4O/c1-2/h2H,1H3",p,m956,C00132,,,,,,,,,,,
,Formaldehyde[p],Formaldehyde,,obo.chebi:CHEBI:16842,CH2O,1/CH2O/c1-2/h1H2,p,m957,C00067,,,,,,,,,,,
,D-Xylulose 5-phosphate[p],D-Xylulose 5-phosphate,,obo.chebi:CHEBI:16332,C5H11O8P,"1/C5H11O8P/c6-1-3(7)5(9)4(8)2-13-14(10,11)12/h4-6,8-9H,1-2H2,(H2,10,11,12)/t4-,5-/m1/s1/f/h10-11H",p,m958,C00231,,,,,,,,,,,
,D-Glyceraldehyde 3-phosphate[p],D-Glyceraldehyde 3-phosphate,,obo.chebi:CHEBI:29052,C3H7O6P,"1/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h1,3,5H,2H2,(H2,6,7,8)/t3-/m0/s1/f/h6-7H",p,m959,C00118,,,,,,,,,,,
,Glycerone[p],Glycerone,,obo.chebi:CHEBI:16016,C3H6O3,"1/C3H6O3/c4-1-3(6)2-5/h4-5H,1-2H2",p,m960,C00184,,,,,,,,,,,
,S-(Hydroxymethyl)glutathione[c],S-(Hydroxymethyl)glutathione,,obo.chebi:CHEBI:48926,C11H19N3O7S,"1/C11H19N3O7S/c12-6(11(20)21)1-2-8(16)14-7(4-22-5-15)10(19)13-3-9(17)18/h6-7,15H,1-5,12H2,(H,13,19)(H,14,16)(H,17,18)(H,20,21)/t6-,7-/m0/s1/f/h13-14,17,20H",c,m961,C14180,,,,,,,,,,,
,Dolichol[r],Dolichol,,obo.chebi:CHEBI:16091,C20H36O(C5H8)n,,r,m962,C00381,,,,,,,,,,,
,Dolichyl diphosphate[r],Dolichyl diphosphate,,obo.chebi:CHEBI:15750,C20H38O7P2(C5H8)n,,r,m963,C00621,,,,,,,,,,,
,UDP-glucose[r],UDP-glucose,,obo.chebi:CHEBI:18066,C15H24N2O17P2,"1/C15H24N2O17P2/c18-3-5-8(20)10(22)12(24)14(32-5)33-36(28,29)34-35(26,27)30-4-6-9(21)11(23)13(31-6)17-2-1-7(19)16-15(17)25/h1-2,5-6,8-14,18,20-24H,3-4H2,(H,26,27)(H,28,29)(H,16,19,25)/t5-,6-,8-,9-,10+,11-,12-,13-,14?/m1/s1/f/h16,26,28H",r,m964,C00029,,,,,,,,,,,
,Dolichyl beta-D-glucosyl phosphate[r],Dolichyl beta-D-glucosyl phosphate,,obo.chebi:CHEBI:15812,C26H47O9P(C5H8)n,,r,m965,C01246,,,,,,,,,,,
,Dolichyl phosphate[c],Dolichyl phosphate,,obo.chebi:CHEBI:16214,C20H37O4P(C5H8)n,,c,m966,C00110,,,,,,,,,,,
,Dolichyl phosphate D-mannose[c],Dolichyl phosphate D-mannose,,obo.chebi:CHEBI:15809,C26H47O9P(C5H8)n,,c,m967,C03862,,,,,,,,,,,
,CTP[r],CTP,,obo.chebi:CHEBI:17677,C9H16N3O14P3,"1/C9H16N3O14P3/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(24-8)3-23-28(19,20)26-29(21,22)25-27(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H,21,22)(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1/f/h16-17,19,21H,10H2",r,m968,C00063,,,,,,,,,,,
,CDP[r],CDP,,obo.chebi:CHEBI:17239,C9H15N3O11P2,"1/C9H15N3O11P2/c10-5-1-2-12(9(15)11-5)8-7(14)6(13)4(22-8)3-21-25(19,20)23-24(16,17)18/h1-2,4,6-8,13-14H,3H2,(H,19,20)(H2,10,11,15)(H2,16,17,18)/t4-,6-,7-,8-/m1/s1/f/h16-17,19H,10H2",r,m969,C00112,,,,,,,,,,,
,Mercaptopyruvate[c],Mercaptopyruvate,,obo.chebi:CHEBI:16208,C3H4O3S,,c,m970,C00957,,,,,,,,,,,
,Thiosulfate[c],Thiosulfate,,obo.chebi:CHEBI:33541,HS2O3,,c,m971,C00320,,,,,,,,,,,
,N-Acetyl-D-glucosaminyldiphosphodolichol[c],N-Acetyl-D-glucosaminyldiphosphodolichol,,obo.chebi:CHEBI:18278,C28H51NO12P2(C5H8)n,,c,m972,C04500,,,,,,,,,,,
,"N,N'-Chitobiosyldiphosphodolichol[c]","N,N'-Chitobiosyldiphosphodolichol",,,,,c,m973,,,,,,,,,,,,
,GDP-D-mannose[c],GDP-D-mannose,,obo.chebi:CHEBI:15820,C16H25N5O16P2,,c,m974,C00096,,,,,,,,,,,
,(GlcNAc)2(Man)1(PP-Dol)1[c],(GlcNAc)2(Man)1(PP-Dol)1,,,,,c,m975,,,,,,,,,,,,
,(GlcNAc)2(Man)2(PP-Dol)1[c],(GlcNAc)2(Man)2(PP-Dol)1,,,,,c,m976,,,,,,,,,,,,
,Protein asparagine[r],Protein asparagine,,pubchem.compound:5927,C5H7N3O3R2,,r,m977,C03021,,,,,,,,,,,
,(Glc)3(GlcNAc)2(Man)9(PP-Dol)1[r],(Glc)3(GlcNAc)2(Man)9(PP-Dol)1,,,,,r,m978,,,,,,,,,,,,
,(Glc)3(GlcNAc)2(Man)9(Asn)1[r],(Glc)3(GlcNAc)2(Man)9(Asn)1,,,,,r,m979,,,,,,,,,,,,
,G00008[r],G00008,,,,,r,m980,,,,,,,,,,,,
,G00009[r],G00009,,,,,r,m981,,,,,,,,,,,,
,D-Glucose[r],D-Glucose,,obo.chebi:CHEBI:4167,C6H12O6,,r,m982,C00031,,,,,,,,,,,
,(Glc)2(GlcNAc)2(Man)9(Asn)1[r],(Glc)2(GlcNAc)2(Man)9(Asn)1,,,,,r,m983,,,,,,,,,,,,
,(Glc)1(GlcNAc)2(Man)9(Asn)1[r],(Glc)1(GlcNAc)2(Man)9(Asn)1,,,,,r,m984,,,,,,,,,,,,
,(GlcNAc)2(Man)9(Asn)1[r],(GlcNAc)2(Man)9(Asn)1,,,,,r,m985,,,,,,,,,,,,
,G00010[r],G00010,,,,,r,m986,,,,,,,,,,,,
,(GlcNAc)2(Man)5(Asn)1[r],(GlcNAc)2(Man)5(Asn)1,,,,,r,m987,,,,,,,,,,,,
,(GlcNAc)2(Man)3(Asn)1[r],(GlcNAc)2(Man)3(Asn)1,,,,,r,m988,,,,,,,,,,,,
,(GlcNAc)2(Man)3(PP-Dol)1[c],(GlcNAc)2(Man)3(PP-Dol)1,,,,,c,m989,,,,,,,,,,,,
,(GlcNAc)2(Man)4(PP-Dol)1[c],(GlcNAc)2(Man)4(PP-Dol)1,,,,,c,m990,,,,,,,,,,,,
,G00005[r],G00005,,,,,r,m991,,,,,,,,,,,,
,GDP-D-mannose[r],GDP-D-mannose,,obo.chebi:CHEBI:15820,C16H25N5O16P2,,r,m992,C00096,,,,,,,,,,,
,G10526[r],G10526,,,,,r,m993,,,,,,,,,,,,
,GDP[r],GDP,,obo.chebi:CHEBI:17552,C10H15N5O11P2,"1/C10H15N5O11P2/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(25-9)1-24-28(22,23)26-27(19,20)21/h2-3,5-6,9,16-17H,1H2,(H,22,23)(H2,19,20,21)(H3,11,13,14,18)/t3-,5-,6-,9-/m1/s1/f/h14,19-20,22H,11H2",r,m994,C00035,,,,,,,,,,,
,(GlcNAc)2(Man)5(PP-Dol)1[c],(GlcNAc)2(Man)5(PP-Dol)1,,,,,c,m995,,,,,,,,,,,,
,G00006[r],G00006,,,,,r,m996,,,,,,,,,,,,
,G00004[r],G00004,,,,,r,m997,,,,,,,,,,,,
,(GlcNAc)2(Man)6(PP-Dol)1[c],(GlcNAc)2(Man)6(PP-Dol)1,,,,,c,m998,,,,,,,,,,,,
,(GlcNAc)2(Man)7(PP-Dol)1[c],(GlcNAc)2(Man)7(PP-Dol)1,,,,,c,m999,,,,,,,,,,,,
,(GlcNAc)2(Man)8(PP-Dol)1[c],(GlcNAc)2(Man)8(PP-Dol)1,,,,,c,m1000,,,,,,,,,,,,
,(GlcNAc)2(Man)9(PP-Dol)1[c],(GlcNAc)2(Man)9(PP-Dol)1,,,,,c,m1001,,,,,,,,,,,,
,Dolichyl beta-D-glucosyl phosphate[c],Dolichyl beta-D-glucosyl phosphate,,obo.chebi:CHEBI:15812,C26H47O9P(C5H8)n,,c,m1002,C01246,,,,,,,,,,,
,(Glc)1(GlcNAc)2(Man)9(PP-Dol)1[c],(Glc)1(GlcNAc)2(Man)9(PP-Dol)1,,,,,c,m1003,,,,,,,,,,,,
,(Glc)2(GlcNAc)2(Man)9(PP-Dol)1[c],(Glc)2(GlcNAc)2(Man)9(PP-Dol)1,,,,,c,m1004,,,,,,,,,,,,
,(Glc)3(GlcNAc)2(Man)9(PP-Dol)1[c],(Glc)3(GlcNAc)2(Man)9(PP-Dol)1,,,,,c,m1005,,,,,,,,,,,,
,(GlcNAc)2(Man)2(Asn)1[r],(GlcNAc)2(Man)2(Asn)1,,,,,r,m1006,,,,,,,,,,,,
,(GlcNAc)2(Man)1(Asn)1[r],(GlcNAc)2(Man)1(Asn)1,,,,,r,m1007,,,,,,,,,,,,
,Nicotinamide[c],Nicotinamide,,obo.chebi:CHEBI:17154,C6H6N2O,"1/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)/f/h7H2",c,m1008,C00153,,,,,,,,,,,
,Nicotinamide D-ribonucleotide[c],Nicotinamide D-ribonucleotide,,obo.chebi:CHEBI:16171,C11H15N2O8P,,c,m1009,C00455,,,,,,,,,,,
,Nicotinamide D-ribonucleotide[m],Nicotinamide D-ribonucleotide,,obo.chebi:CHEBI:16171,C11H15N2O8P,,m,m1010,C00455,,,,,,,,,,,
,Deamino-NAD+[c],Deamino-NAD+,,obo.chebi:CHEBI:18304,C21H27N6O15P2,"1/C21H26N6O15P2/c22-17-12-18(24-7-23-17)27(8-25-12)20-16(31)14(29)11(41-20)6-39-44(36,37)42-43(34,35)38-5-10-13(28)15(30)19(40-10)26-3-1-2-9(4-26)21(32)33/h1-4,7-8,10-11,13-16,19-20,28-31H,5-6H2,(H4-,22,23,24,32,33,34,35,36,37)/p+1/t10-,11-,13-,14-,15-,16-,19-,20-/m1/s1/fC21H27N6O15P2/h32,34,36H,22H2/q+1",c,m1011,C00857,,,,,,,,,,,
,Deamino-NAD+[m],Deamino-NAD+,,obo.chebi:CHEBI:18304,C21H27N6O15P2,"1/C21H26N6O15P2/c22-17-12-18(24-7-23-17)27(8-25-12)20-16(31)14(29)11(41-20)6-39-44(36,37)42-43(34,35)38-5-10-13(28)15(30)19(40-10)26-3-1-2-9(4-26)21(32)33/h1-4,7-8,10-11,13-16,19-20,28-31H,5-6H2,(H4-,22,23,24,32,33,34,35,36,37)/p+1/t10-,11-,13-,14-,15-,16-,19-,20-/m1/s1/fC21H27N6O15P2/h32,34,36H,22H2/q+1",m,m1012,C00857,,,,,,,,,,,
,Iminoaspartate[c],Iminoaspartate,,obo.chebi:CHEBI:50616,C4H5NO4,,c,m1013,C05840,,,,,,,,,,,
,Nicotinamide[m],Nicotinamide,,obo.chebi:CHEBI:17154,C6H6N2O,"1/C6H6N2O/c7-6(9)5-2-1-3-8-4-5/h1-4H,(H2,7,9)/f/h7H2",m,m1014,C00153,,,,,,,,,,,
,Nicotinate[m],Nicotinate,,obo.chebi:CHEBI:15940,C6H5NO2,,m,m1015,C00253,,,,,,,,,,,
,Nicotinate[c],Nicotinate,,obo.chebi:CHEBI:15940,C6H5NO2,,c,m1016,C00253,,,,,,,,,,,
,5-Phospho-alpha-D-ribose 1-diphosphate[m],5-Phospho-alpha-D-ribose 1-diphosphate,,obo.chebi:CHEBI:17111,C5H13O14P3,"1/C5H13O14P3/c6-3-2(1-16-20(8,9)10)17-5(4(3)7)18-22(14,15)19-21(11,12)13/h2-7H,1H2,(H,14,15)(H2,8,9,10)(H2,11,12,13)/t2-,3-,4-,5-/m1/s1",m,m1017,C00119,,,,,,,,,,,
,Nicotinate D-ribonucleotide[m],Nicotinate D-ribonucleotide,,obo.chebi:CHEBI:15763,C11H15NO9P,"1/C11H14NO9P/c13-8-7(5-20-22(17,18)19)21-10(9(8)14)12-3-1-2-6(4-12)11(15)16/h1-4,7-10,13-14H,5H2,(H2-,15,16,17,18,19)/p+1/t7-,8-,9-,10-/m1/s1",m,m1018,C01185,,,,,,,,,,,
,Nicotinate D-ribonucleotide[c],Nicotinate D-ribonucleotide,,obo.chebi:CHEBI:15763,C11H15NO9P,"1/C11H14NO9P/c13-8-7(5-20-22(17,18)19)21-10(9(8)14)12-3-1-2-6(4-12)11(15)16/h1-4,7-10,13-14H,5H2,(H2-,15,16,17,18,19)/p+1/t7-,8-,9-,10-/m1/s1",c,m1019,C01185,,,,,,,,,,,
,Nicotinate D-ribonucleoside[c],Nicotinate D-ribonucleoside,,obo.chebi:CHEBI:27748,C11H14NO6,,c,m1020,C05841,,,,,,,,,,,
,Nicotinate D-ribonucleoside[m],Nicotinate D-ribonucleoside,,obo.chebi:CHEBI:27748,C11H14NO6,,m,m1021,C05841,,,,,,,,,,,
,"Pyridine-2,3-dicarboxylate[c]","Pyridine-2,3-dicarboxylate",,obo.chebi:CHEBI:16675,C7H5NO4,,c,m1022,C03722,,,,,,,,,,,
,Nitric oxide[c],Nitric oxide,,obo.chebi:CHEBI:16480,NO,,c,m1023,C00533,,,,,,,,,,,
,Nitrate[c],Nitrate,,obo.chebi:CHEBI:48107,HNO3,,c,m1024,C00244,,,,,,,,,,,
,G00309[v],G00309,,,,,v,m1025,,,,,,,,,,,,
,G00319[v],G00319,,,,,v,m1026,,,,,,,,,,,,
,D-Mannose[v],D-Mannose,,obo.chebi:CHEBI:4208,C6H12O6,,v,m1027,C00159,,,,,,,,,,,
,Dephospho-CoA[c],Dephospho-CoA,,obo.chebi:CHEBI:15468,C21H35N7O13P2S,"1/C21H35N7O13P2S/c1-21(2,16(32)19(33)24-4-3-12(29)23-5-6-44)8-39-43(36,37)41-42(34,35)38-7-11-14(30)15(31)20(40-11)28-10-27-13-17(22)25-9-26-18(13)28/h9-11,14-16,20,30-32,44H,3-8H2,1-2H3,(H,23,29)(H,24,33)(H,34,35)(H,36,37)(H2,22,25,26)/t11-,14-,15-,16+,20-/m1/s1/f/h23-24,34,36H,22H2",c,m1028,C00882,,,,,,,,,,,
,"2,3-Dihydroxy-3-methylbutanoate[m]","2,3-Dihydroxy-3-methylbutanoate",,obo.chebi:CHEBI:15689,C5H10O4,,m,m1029,C04039,,,,,,,,,,,
,2-Dehydropantoate[c],2-Dehydropantoate,,obo.chebi:CHEBI:11561,C6H10O4,"1/C6H10O4/c1-6(2,3-7)4(8)5(9)10/h7H,3H2,1-2H3,(H,9,10)/f/h9H",c,m1030,C00966,,,,,,,,,,,
,Pantetheine 4'-phosphate[c],Pantetheine 4'-phosphate,,obo.chebi:CHEBI:16858,C11H23N2O7PS,"1/C11H23N2O7PS/c1-11(2,7-20-21(17,18)19)9(15)10(16)13-4-3-8(14)12-5-6-22/h9,15,22H,3-7H2,1-2H3,(H,12,14)(H,13,16)(H2,17,18,19)",c,m1031,C01134,,,,,,,,,,,
,Apo-[acyl-carrier-protein][c],Apo-[acyl-carrier-protein],,obo.chebi:CHEBI:16139,,,c,m1032,C03688,,,,,,,,,,,
,D-4'-Phosphopantothenate[c],D-4'-Phosphopantothenate,,obo.chebi:CHEBI:15905,C9H18NO8P,,c,m1033,C03492,,,,,,,,,,,
,(R)-4'-Phosphopantothenoyl-L-cysteine[c],(R)-4'-Phosphopantothenoyl-L-cysteine,,obo.chebi:CHEBI:15769,C12H23N2O9PS,"1/C12H23N2O9PS/c1-12(2,6-23-24(20,21)22)9(16)10(17)13-4-3-8(15)14-7(5-25)11(18)19/h7,9,16,25H,3-6H2,1-2H3,(H,13,17)(H,14,15)(H,18,19)(H2,20,21,22)/t7-,9-/m0/s1/f/h13-14,18,20-21H",c,m1034,C04352,,,,,,,,,,,
,Glycerone phosphate[v],Glycerone phosphate,,obo.chebi:CHEBI:16108,C3H7O6P,"1/C3H7O6P/c4-1-3(5)2-9-10(6,7)8/h4H,1-2H2,(H2,6,7,8)/f/h6-7H",v,m1035,C00111,,,,,,,,,,,
,Glycerone[v],Glycerone,,obo.chebi:CHEBI:16016,C3H6O3,"1/C3H6O3/c4-1-3(6)2-5/h4-5H,1-2H2",v,m1036,C00184,,,,,,,,,,,
,Polyphosphate530[v],Polyphosphate530,,,,,v,m1037,,,,,,,,,,,,
,Polyphosphate2400[v],Polyphosphate2400,,,,,v,m1038,,,,,,,,,,,,
,Polyphosphate6500[v],Polyphosphate6500,,,,,v,m1039,,,,,,,,,,,,
,Polyphosphate30700[v],Polyphosphate30700,,,,,v,m1040,,,,,,,,,,,,
,Polyphosphate[v],Polyphosphate,,obo.chebi:CHEBI:52641,(PHO3)n,,v,m1041,C00890,,,,,,,,,,,
,5-Aminolevulinate[c],5-Aminolevulinate,,obo.chebi:CHEBI:17549,C5H9NO3,,c,m1042,C00430,,,,,,,,,,,
,Porphobilinogen[c],Porphobilinogen,,obo.chebi:CHEBI:17381,C10H14N2O4,"1/C10H14N2O4/c11-4-8-7(3-10(15)16)6(5-12-8)1-2-9(13)14/h5,12H,1-4,11H2,(H,13,14)(H,15,16)/f/h13,15H",c,m1043,C00931,,,,,,,,,,,
,Hydroxymethylbilane[c],Hydroxymethylbilane,,obo.chebi:CHEBI:16645,C40H46N4O17,"1/C40H46N4O17/c45-17-32-25(12-40(60)61)21(4-8-36(52)53)29(44-32)15-31-24(11-39(58)59)20(3-7-35(50)51)28(43-31)14-30-23(10-38(56)57)19(2-6-34(48)49)27(42-30)13-26-22(9-37(54)55)18(16-41-26)1-5-33(46)47/h16,41-45H,1-15,17H2,(H,46,47)(H,48,49)(H,50,51)(H,52,53)(H,54,55)(H,56,57)(H,58,59)(H,60,61)/f/h46,48,50,52,54,56,58,60H",c,m1044,C01024,,,,,,,,,,,
,Uroporphyrinogen III[c],Uroporphyrinogen III,,obo.chebi:CHEBI:15437,C40H44N4O16,"1/C40H44N4O16/c45-33(46)5-1-17-21(9-37(53)54)29-14-27-19(3-7-35(49)50)22(10-38(55)56)30(43-27)15-28-20(4-8-36(51)52)24(12-40(59)60)32(44-28)16-31-23(11-39(57)58)18(2-6-34(47)48)26(42-31)13-25(17)41-29/h41-44H,1-16H2,(H,45,46)(H,47,48)(H,49,50)(H,51,52)(H,53,54)(H,55,56)(H,57,58)(H,59,60)/f/h45,47,49,51,53,55,57,59H",c,m1045,C01051,,,,,,,,,,,
,Coproporphyrinogen III[c],Coproporphyrinogen III,,obo.chebi:CHEBI:15439,C36H44N4O8,"1/C36H44N4O8/c1-17-21(5-9-33(41)42)29-14-27-19(3)22(6-10-34(43)44)30(39-27)15-28-20(4)24(8-12-36(47)48)32(40-28)16-31-23(7-11-35(45)46)18(2)26(38-31)13-25(17)37-29/h37-40H,5-16H2,1-4H3,(H,41,42)(H,43,44)(H,45,46)(H,47,48)/f/h41,43,45,47H",c,m1046,C03263,,,,,,,,,,,
,Protoporphyrinogen IX[c],Protoporphyrinogen IX,,obo.chebi:CHEBI:15435,C34H40N4O4,"1/C34H40N4O4/c1-7-21-17(3)25-13-26-19(5)23(9-11-33(39)40)31(37-26)16-32-24(10-12-34(41)42)20(6)28(38-32)15-30-22(8-2)18(4)27(36-30)14-29(21)35-25/h7-8,35-38H,1-2,9-16H2,3-6H3,(H,39,40)(H,41,42)/f/h39,41H",c,m1047,C01079,,,,,,,,,,,
,Protoporphyrinogen IX[m],Protoporphyrinogen IX,,obo.chebi:CHEBI:15435,C34H40N4O4,"1/C34H40N4O4/c1-7-21-17(3)25-13-26-19(5)23(9-11-33(39)40)31(37-26)16-32-24(10-12-34(41)42)20(6)28(38-32)15-30-22(8-2)18(4)27(36-30)14-29(21)35-25/h7-8,35-38H,1-2,9-16H2,3-6H3,(H,39,40)(H,41,42)/f/h39,41H",m,m1048,C01079,,,,,,,,,,,
,Protoporphyrin[m],Protoporphyrin,,obo.chebi:CHEBI:15430,C34H34N4O4,"1/C34H34N4O4/c1-7-21-17(3)25-13-26-19(5)23(9-11-33(39)40)31(37-26)16-32-24(10-12-34(41)42)20(6)28(38-32)15-30-22(8-2)18(4)27(36-30)14-29(21)35-25/h7-8,13-16,35,38H,1-2,9-12H2,3-6H3,(H,39,40)(H,41,42)/b25-13-,26-13-,27-14-,28-15-,29-14-,30-15-,31-16-,32-16-/f/h39,41H",m,m1049,C02191,,,,,,,,,,,
,Fe2+[m],Fe2+,,obo.chebi:CHEBI:29033,Fe,,m,m1050,C14818,,,,,,,,,,,
,Heme[m],Heme,,obo.chebi:CHEBI:17627,C34H32FeN4O4,,m,m1051,C00032,,,,,,,,,,,
,Sirohydrochlorin[c],Sirohydrochlorin,,obo.chebi:CHEBI:18023,C42H46N4O16,"1/C42H46N4O16/c1-41(17-39(59)60)23(5-9-35(51)52)29-14-27-21(11-37(55)56)19(3-7-33(47)48)25(43-27)13-26-20(4-8-34(49)50)22(12-38(57)58)28(44-26)15-31-42(2,18-40(61)62)24(6-10-36(53)54)30(46-31)16-32(41)45-29/h13-16,23-24,43,46H,3-12,17-18H2,1-2H3,(H,47,48)(H,49,50)(H,51,52)(H,53,54)(H,55,56)(H,57,58)(H,59,60)(H,61,62)/b26-13-,29-14-,30-16-,31-15-/t23-,24-,41+,42+/m1/s1/f/h47,49,51,53,55,57,59,61H",c,m1052,C05778,,,,,,,,,,,
,Siroheme[c],Siroheme,,obo.chebi:CHEBI:28599,C42H44FeN4O16,"1/C42H46N4O16.Fe/c1-41(17-39(59)60)23(5-9-35(51)52)29-14-27-21(11-37(55)56)19(3-7-33(47)48)25(43-27)13-26-20(4-8-34(49)50)22(12-38(57)58)28(44-26)15-31-42(2,18-40(61)62)24(6-10-36(53)54)30(46-31)16-32(41)45-29;/h13-16,23-24H,3-12,17-18H2,1-2H3,(H10,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62);/q;+2/p-2/t23-,24-,41+,42+;/m1./s1/fC42H44N4O16.Fe/h47,49,51,53,55,57,59,61H;/q-2;m/b26-13-,29-14-,30-16-,31-15-;",c,m1053,C00748,,,,,,,,,,,
,Precorrin 2[c],Precorrin 2,,obo.chebi:CHEBI:50602,C42H48N4O16,,c,m1054,C02463,,,,,,,,,,,
,Uroporphyrinogen I[c],Uroporphyrinogen I,,obo.chebi:CHEBI:28766,C40H44N4O16,,c,m1055,C05766,,,,,,,,,,,
,Coproporphyrinogen I[c],Coproporphyrinogen I,,obo.chebi:CHEBI:28607,C36H44N4O8,,c,m1056,C05768,,,,,,,,,,,
,FMN[c],FMN,,obo.chebi:CHEBI:17621,C17H21N4O9P,"1/C17H21N4O9P/c1-7-3-9-10(4-8(7)2)21(15-13(18-9)16(25)20-17(26)19-15)5-11(22)14(24)12(23)6-30-31(27,28)29/h3-4,11-12,14,22-24H,5-6H2,1-2H3,(H,20,25,26)(H2,27,28,29)/t11-,12+,14-/m0/s1",c,m1057,C00061,,,,,,,,,,,
,Reduced FMN[c],Reduced FMN,,obo.chebi:CHEBI:16048,C17H23N4O9P,,c,m1058,C01847,,,,,,,,,,,
,Heme O[m],Heme O,,obo.chebi:CHEBI:24480,C49H58FeN4O5,,m,m1059,C15672,,,,,,,,,,,
,Heme A[m],Heme A,,pubchem.compound:47204997,C49H56FeN4O6,,m,m1060,C15670,,,,,,,,,,,
,"(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate[m]","(2S,3R)-3-Hydroxybutane-1,2,3-tricarboxylate",,obo.chebi:CHEBI:15607,C7H10O7,"1/C7H10O7/c1-7(14,6(12)13)3(5(10)11)2-4(8)9/h3,14H,2H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t3-,7-/m1/s1/f/h8,10,12H",m,m1061,C04593,,,,,,,,,,,
,2-Methylcitrate[m],2-Methylcitrate,,obo.chebi:CHEBI:10860,C7H10O7,,m,m1062,C02225,,,,,,,,,,,
,"(Z)-But-2-ene-1,2,3-tricarboxylate[m]","(Z)-But-2-ene-1,2,3-tricarboxylate",,obo.chebi:CHEBI:16717,C7H8O6,"1/C7H8O6/c1-3(6(10)11)4(7(12)13)2-5(8)9/h2H2,1H3,(H,8,9)(H,10,11)(H,12,13)/b4-3-/f/h8,10,12H",m,m1063,C04225,,,,,,,,,,,
,"2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone[c]","2,5-Diamino-6-(5'-phosphoribosylamino)-4-pyrimidineone",,obo.chebi:CHEBI:29114,C9H16N5O8P,"1/C9H16N5O8P/c10-3-6(13-9(11)14-7(3)17)12-8-5(16)4(15)2(22-8)1-21-23(18,19)20/h2,4-5,8,15-16H,1,10H2,(H2,18,19,20)(H4,11,12,13,14,17)/t2-,4-,5-,8-/m1/s1/f/h12,17-19H,11H2",c,m1064,C01304,,,,,,,,,,,
,5-Amino-6-(5'-phosphoribosylamino)uracil[c],5-Amino-6-(5'-phosphoribosylamino)uracil,,obo.chebi:CHEBI:18337,C9H15N4O9P,"1/C9H15N4O9P/c10-3-6(12-9(17)13-7(3)16)11-8-5(15)4(14)2(22-8)1-21-23(18,19)20/h2,4-5,8,14-15H,1,10H2,(H2,18,19,20)(H3,11,12,13,16,17)/t2-,4-,5-,8-/m1/s1",c,m1065,C01268,,,,,,,,,,,
,5-Amino-6-(5'-phosphoribitylamino)uracil[c],5-Amino-6-(5'-phosphoribitylamino)uracil,,obo.chebi:CHEBI:18247,C9H17N4O9P,"1/C9H17N4O9P/c10-5-7(12-9(18)13-8(5)17)11-1-3(14)6(16)4(15)2-22-23(19,20)21/h3-4,6,14-16H,1-2,10H2,(H2,19,20,21)(H3,11,12,13,17,18)",c,m1066,C04454,,,,,,,,,,,
,5-Amino-6-(1-D-ribitylamino)uracil[c],5-Amino-6-(1-D-ribitylamino)uracil,,obo.chebi:CHEBI:15934,C9H16N4O6,"1/C9H16N4O6/c10-5-7(12-9(19)13-8(5)18)11-1-3(15)6(17)4(16)2-14/h3-4,6,14-17H,1-2,10H2,(H3,11,12,13,18,19)/t3-,4+,6-/m0/s1/f/h11-13H",c,m1067,C04732,,,,,,,,,,,
,"3,4-Dihydroxy-2-butanone 4-phosphate[c]","3,4-Dihydroxy-2-butanone 4-phosphate",,obo.chebi:CHEBI:50606,C4H9O6P,"1/C4H9O6P/c1-3(5)4(6)2-10-11(7,8)9/h4,6H,2H2,1H3,(H2,7,8,9)/f/h7-8H",c,m1068,C15556,,,,,,,,,,,
,"6,7-Dimethyl-8-(1-D-ribityl)lumazine[c]","6,7-Dimethyl-8-(1-D-ribityl)lumazine",,obo.chebi:CHEBI:17601,C13H18N4O6,"1/C13H18N4O6/c1-5-6(2)17(3-7(19)10(21)8(20)4-18)11-9(14-5)12(22)16-13(23)15-11/h7-8,10,18-21H,3-4H2,1-2H3,(H,16,22,23)/t7-,8+,10-/m0/s1",c,m1069,C04332,,,,,,,,,,,
